VDATE,GLOBAL_INTRA_DECOR_OVERLAY,TL1_GLOBAL_TREND_OVERLAY,TL9_INTRA,TL2_FUTURES,SPREAD_COMB_US,TL2_HIGHVASSETS,TL5_INTRA_LS,TL3_INTRA,TL7_INTRA_QUATERLY,HTTS_SHORT_ONLY,HTTS_DEFENSIVE,INTRA_CORRELATION,TL1_INTRA_TRAILLING,TL3_NON_CORRELATED,GLOBAL_INTRA_COR_OVERLAY,TL3_MULTIOPTSHORT,TL10_INTRA_ZONE,TL4_INTRA_LS,TL2_INVERSE_CORR,SPREAD_US_2,TL2_INTRA,TL2_NON_CORR,INTRA_DECORRELATION_500,TL2_POSITIVE_CORR,INTRA_INVERSE_500,THR,TEAM_LEADER_3,HTTS_SPREAD_3,HTTS_SHORT_COMBINED,HTTS_TOP1000,SPREAD_US_OVERLAY,SPREAD_INDEX_OVERLAY,HTTS_BIGBASKET_DECORR,INTRA_BONDS,SPREAD_COMMODITY_OVERLAY,HTTS_BIGBASKET_CORR,INTRA_COMMODITY,HTTS_BIG_FUT_INDIA_OVERLAY,TOP_1000_ORIGINAL,TOP_1000_OVERLAY,TOP_250_DECOR_OVERLAY,TOP_500_COR_OVERLAY
24-05-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-796.1384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-05-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933.9814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-05-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.9799875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-05-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-05-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-217.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-05-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4006.438275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-06-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4899.067875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-06-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3772.711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-06-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890.3499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-06-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-143.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-06-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2058.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-06-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1363.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09-06-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-06-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-06-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-06-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7309.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-06-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2119.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-06-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4272.397528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-06-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14570.98917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-06-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-06-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,892.598168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-06-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403.63396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-06-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11971.73652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-06-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.761548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-06-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5700.769237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-06-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-105.241553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29-06-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-864.379249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-06-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12252.5523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-07-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1273.911039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-07-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.097199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05-07-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4372.377302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-07-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-869.542423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-07-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-275.371226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-07-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.18765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-07-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920.660524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5704.230794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-07-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-506.185882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-07-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.051596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-07-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1524.342856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-07-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18395.72373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19-07-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9203.946174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-07-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19055.89735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-07-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2545.32315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-07-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6619.953906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-07-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784.697076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-07-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8712.733138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-07-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4314.798397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-07-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-251.080567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29-07-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28800.06288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-08-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-68.39642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-08-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4020.623644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-08-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13156.75956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-08-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1452.23464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05-08-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2254.08627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-08-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2164.292746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09-08-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1067.360044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-08-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2727.802012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-08-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17923.40717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-08-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22090.84485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-08-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5817.774758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-08-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8699.536138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-08-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.014464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-08-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1887.071336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19-08-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1215.145196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-08-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1729.795472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-08-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.1164014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-08-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011.587409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-08-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3315.890851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-08-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351.028355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29-08-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.171752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-08-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1120.013861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3116.670124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-09-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2093.321618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-09-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7406.71527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05-09-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-667.577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-09-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-391.2313916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-09-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1298.995841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-09-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-195.937504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09-09-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2491.205665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-09-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12980.88474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-09-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5640.395044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-09-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6512.140473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-09-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14529.92371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-09-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12329.34477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19-09-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10408.25382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-09-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2904.361654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-09-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2229.97065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-09-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5003.566277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-09-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16035.53034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-09-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1398.336847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-09-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4571.137684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-09-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1823.995818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29-09-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2929.927247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-09-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-59.7175424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-10-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2997.463301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-10-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4600.682953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05-10-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-247.5259373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-10-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5397.789395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-10-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1233.144732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1725.069075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-10-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2595.851437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-10-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-466.8622266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-10-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4055.804524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-10-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-529.925769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-10-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3895.324208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-10-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14301.75904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19-10-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3369.563392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-10-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6483.16083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-10-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6144.442845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-10-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-402.238635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-10-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2878.485715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-10-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1701.918756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-10-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-590.2547581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-10-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5087.635599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-10-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2767.779843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-11-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-352.819609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-11-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-119.2671773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-11-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4289.230515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-11-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9572.029146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-11-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2369.472236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-11-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,917.935276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09-11-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3186.338562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-11-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449.132491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-11-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1217.063278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-11-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405.252024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-11-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3616.631979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-11-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.681954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-11-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.97003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-11-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2157.967961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-11-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-739.037916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-11-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4332.653938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-11-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-747.625967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-11-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.991584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-11-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-757.083688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-11-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2532.453534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
